x,y,label,sublabel,set,clustering_protein,clustering_cluster
0.0937243577272931,0.2292761665108921,0,0,-1,-1,-1
0.4300364785537107,0.4840640234377236,0,0,-1,-1,-1
0.3138102591757279,0.2137798229211711,0,0,-1,-1,-1
0.0495493476221029,0.576965776738157,0,0,-1,-1,-1
0.2186904401249872,0.3359974007837665,0,0,-1,-1,-1
0.8824254133175891,0.0115770272308206,0,0,-1,-1,-1
0.4318125384411135,0.469487278838317,0,0,-1,-1,-1
0.3837184262153982,0.7662031031102746,0,0,-1,-1,-1
0.0429688619236896,0.2138895017873108,0,0,-1,0,-1
0.7405284461700833,0.8646156752973222,0,0,-1,-1,-1
0.4090362657261637,0.4961200773416659,0,0,-1,-1,-1
0.7907700590747148,0.1965433056088936,0,0,-1,-1,-1
0.836323847668666,0.0664642579788464,0,0,-1,-1,-1
0.6970294034926648,0.9199372336561348,0,0,-1,-1,-1
0.8971672929240617,0.0923607018781702,0,0,-1,-1,-1
0.0120248672379724,0.0816122634032747,0,0,-1,-1,-1
0.7801326517006241,0.0519322262559894,0,0,-1,-1,-1
0.730521699902632,0.7760266251673756,0,0,-1,-1,-1
0.918374024124672,0.1348413628828556,0,0,-1,-1,-1
0.998904127088132,0.2424075078435743,0,0,-1,-1,-1
0.9037234234094156,0.3563799202283174,0,0,-1,-1,-1
0.6017301678920549,0.8239229356542048,0,0,-1,-1,-1
0.3698913143611687,0.5918962383515388,0,0,-1,-1,-1
0.5883994826088805,0.6463558541943194,0,0,-1,-1,-1
0.9761684426060347,0.2758025013687033,0,0,-1,-1,-1
0.3134122928248027,0.0456907117567187,0,0,-1,-1,-1
0.2621679292283774,0.3158642860048702,0,0,-1,-1,-1
0.6175155284500646,0.5433817164531567,0,0,-1,-1,-1
0.1168801249849114,0.1554045993758108,0,0,-1,-1,-1
0.3775735805484689,0.0222658107481197,0,0,-1,-1,-1
0.2545632890893438,0.6653408998362245,0,0,-1,-1,-1
0.5272659595773098,0.7056493890772135,0,0,-1,-1,-1
0.6438331992142932,0.5062522400638715,0,0,-1,-1,-1
0.1079787484794309,0.1481866625275515,0,0,-1,-1,-1
0.0374946111685565,0.2325316126311666,0,0,-1,0,-1
0.4271431062939924,0.4354124406488054,0,0,-1,-1,-1
0.3706505003230389,0.1349139403081143,0,0,-1,-1,-1
0.1341916821642126,0.5379267751651718,0,0,-1,-1,-1
0.0306910026144235,0.127320099502208,0,0,-1,-1,-1
0.3308083361657735,0.8571168086914134,0,0,-1,-1,-1
0.3452047943594329,0.2333348762221385,0,0,-1,-1,-1
0.7708272400959341,0.3816677617216323,0,0,-1,-1,-1
0.8073116441553969,0.691430473276162,0,0,-1,-1,-1
0.0769160233743966,0.2013376605053677,0,0,-1,-1,-1
0.5578357960636223,0.2967032834734046,0,0,-1,-1,-1
0.4911246941393342,0.9320202893015964,0,0,-1,-1,-1
0.8196170143583762,0.0376459475739006,0,0,-1,-1,-1
0.2649456072420557,0.276156556636104,0,0,-1,-1,-1
0.8881832773744088,0.7316430248488486,0,0,-1,-1,-1
0.730305296479022,0.449107633528831,0,0,-1,-1,-1
0.7142017450944811,0.7407434621633736,0,0,-1,1,-1
0.8795071112001209,0.212816479575059,0,0,-1,-1,-1
0.9651212411655024,0.2164466808875065,0,0,-1,-1,-1
0.6959267387734726,0.4595633087316173,0,0,-1,-1,-1
0.5812075760664691,0.8103424920969593,0,0,-1,-1,-1
0.7318737993920967,0.5713740599139661,0,0,-1,-1,-1
0.0477395736539589,0.4496834445771968,0,0,-1,2,-1
0.1041894723636415,0.3035332917127266,0,0,-1,-1,-1
0.4306213322673052,0.0900857924263045,0,0,-1,-1,-1
0.2769348692445711,0.3452918393243156,0,0,-1,-1,-1
0.7027354373932427,0.7484174976984915,0,0,-1,1,-1
0.7252533386987984,0.606269106783002,0,0,-1,-1,-1
0.055068295558955,0.5918687463156698,0,0,-1,-1,-1
0.358902438728753,0.2097601575200169,0,0,-1,-1,-1
0.8331443376230179,0.6125653008571134,0,0,-1,-1,-1
0.7715986945565229,0.9243743192041132,0,0,-1,-1,-1
0.7772392081930546,0.3664653512557959,0,0,-1,-1,-1
0.8188725465947535,0.3127482000817164,0,0,-1,-1,-1
0.7902042358291986,0.4567943387399475,0,0,-1,-1,-1
0.0223871679882197,0.2275766078996354,0,0,-1,0,-1
0.0836289389460922,0.2425109593009231,0,0,-1,-1,-1
0.8063799896080597,0.2182521169219271,0,0,-1,-1,-1
0.5484910003135217,0.0572218095170876,0,0,-1,-1,-1
0.5567511457142613,0.4406565856900287,0,0,-1,-1,-1
0.3805636767532718,0.5014027274181504,0,0,-1,-1,-1
0.5117905233484057,0.9740917053958348,0,0,-1,-1,-1
0.8677543405074111,0.3979435676923192,0,0,-1,-1,-1
0.0090072161338062,0.1083333181218398,0,0,-1,-1,-1
0.4488946084240733,0.4921047601082875,0,0,-1,-1,-1
0.4798772740662997,0.1192523505495447,0,0,-1,-1,-1
0.8815458673349313,0.8580316484251942,0,0,-1,-1,-1
0.8783147684084298,0.4908553783996923,0,0,-1,-1,-1
0.0177188184525781,0.3113375922039099,0,0,-1,-1,-1
0.3784686765807129,0.0811662541159566,0,0,-1,3,-1
0.4726263054860065,0.6244483896106371,0,0,-1,-1,-1
0.0656214102983672,0.5792670603086826,0,0,-1,-1,-1
0.5490240650868855,0.8102188071552887,0,0,-1,-1,-1
0.2591833865856289,0.3488257012702854,0,0,-1,-1,-1
0.4172610316783679,0.7482604716096746,0,0,-1,-1,-1
0.8059572152193766,0.8581245293224379,0,0,-1,-1,-1
0.2839409682921522,0.8248873127375288,0,0,-1,-1,-1
0.6733095509462824,0.7064157749309663,0,0,-1,-1,-1
0.883112787240199,0.2850726631949137,0,0,-1,-1,-1
0.9498783055604464,0.3839349676657984,0,0,-1,-1,-1
0.859945467824527,0.9808929411464556,0,0,-1,-1,-1
0.5503443734908275,0.5203900655587197,0,0,-1,-1,-1
0.5958409194843572,0.355507446675836,0,0,-1,-1,-1
0.6904605645150901,0.7917140651228886,0,0,-1,-1,-1
0.8192851005779768,0.8134151969345124,0,0,-1,-1,-1
0.2567080200459505,0.6876993549415021,0,0,-1,-1,-1
0.4948389231240008,0.2880666850780819,0,0,-1,-1,-1
0.676552139647126,0.6836905100858781,0,0,-1,-1,-1
0.2206383602508241,0.0961850760422788,0,0,-1,-1,-1
0.096452640947536,0.124287950065741,0,0,-1,-1,-1
0.8359784682390535,0.5816719741047978,0,0,-1,-1,-1
0.8734473742825859,0.0282788596438878,0,0,-1,-1,-1
0.0316306951559688,0.8492043677714008,0,0,-1,-1,-1
0.7093781763523359,0.7589080721770055,0,0,-1,1,-1
0.234642268697184,0.747242861531153,0,0,-1,-1,-1
0.683065407736504,0.0981413976171656,0,0,-1,-1,-1
0.118299716474137,0.5571756738428997,0,0,-1,-1,-1
0.1729453712553785,0.3388298883651232,0,0,-1,-1,-1
0.5662318006540109,0.5783682641299256,0,0,-1,-1,-1
0.0369272421250876,0.4348323465335522,0,0,-1,2,-1
0.4641119436617567,0.2065032451968842,0,0,-1,-1,-1
0.6090546820778773,0.7355599053374927,0,0,-1,-1,-1
0.8343882655092829,0.489084353575854,0,0,-1,-1,-1
0.9676680634725012,0.1603248428920477,0,0,-1,-1,-1
0.2556781008249932,0.6432747464035539,0,0,-1,-1,-1
0.5943999082188721,0.9703256772460794,0,0,-1,-1,-1
0.9984774069357332,0.5037870603584492,0,0,-1,-1,-1
0.9343625179618888,0.7126847949425074,0,0,-1,-1,-1
0.4849387178663624,0.3323473438443923,0,0,-1,-1,-1
0.475918038921606,0.9135611192222192,0,0,-1,-1,-1
0.7856003352550744,0.5311467818818555,0,0,-1,-1,-1
0.4328465868858625,0.3288068498020873,0,0,-1,-1,-1
0.5964637113637583,0.744536129720859,0,0,-1,-1,-1
0.3467737777856272,0.805968834350462,0,0,-1,-1,-1
0.865967135608191,0.2458159938442945,0,0,-1,-1,-1
0.8241439485288586,0.2739212849579576,0,0,-1,-1,-1
0.2893507757937755,0.095120175991531,0,0,-1,-1,-1
0.0755793824855993,0.6577529871342951,0,0,-1,-1,-1
0.8197496313533288,0.3669273679971506,0,0,-1,-1,-1
0.7682519907026286,0.6583389703894088,0,0,-1,-1,-1
0.3777688022587018,0.2911466273685613,0,0,-1,-1,-1
0.108964614045251,0.8142345042606449,0,0,-1,-1,-1
0.105465231337962,0.2467730531173482,0,0,-1,-1,-1
0.183162520494171,0.4698910044611297,0,0,-1,-1,-1
0.6760036692355706,0.7604404525835564,0,0,-1,-1,-1
0.1327406737732832,0.7737364311600811,0,0,-1,-1,-1
0.564582648283857,0.459633066222476,0,0,-1,-1,-1
0.7583450099869469,0.4074985792034946,0,0,-1,-1,-1
0.7124310977052366,0.2106477862965835,0,0,-1,-1,-1
0.4647358640477791,0.9904169400324724,0,0,-1,-1,-1
0.7026018350820421,0.264641461373146,0,0,-1,-1,-1
0.0615562821537156,0.8328643446614626,0,0,-1,-1,-1
0.774279570396588,0.8742345329472703,0,0,-1,-1,-1
0.263850255248936,0.1996630633963513,0,0,-1,-1,-1
0.515509104302087,0.0133873650949932,0,0,-1,-1,-1
0.6501060940659579,0.641723650536191,0,0,-1,-1,-1
0.6893456705745016,0.6629985995615674,0,0,-1,-1,-1
0.7327285118473056,0.5524023290717849,0,0,-1,-1,-1
0.7297621092702414,0.7590853499686249,0,0,-1,-1,-1
0.8710881958147205,0.6789575015429964,0,0,-1,-1,-1
0.9408481903039834,0.1642027132578131,0,0,-1,-1,-1
0.9538005258525736,0.9174091924291348,0,0,-1,-1,-1
0.8531332283521955,0.0824314098522567,0,0,-1,-1,-1
0.2002011421058422,0.0872028333412464,0,0,-1,-1,-1
0.8722863411445667,0.5572469678077056,0,0,-1,-1,-1
0.7631601715295503,0.3378227076279466,0,0,-1,-1,-1
0.1158281733295052,0.1459658181408318,0,0,-1,-1,-1
0.6768184160481721,0.2798169947125,0,0,-1,-1,-1
0.8229035474991173,0.0220336496663916,0,0,-1,-1,-1
0.0779425235423457,0.4666334756437205,0,0,-1,-1,-1
0.7129990546124046,0.8072442479167647,0,0,-1,-1,-1
0.4210709445556868,0.5744706309932706,0,0,-1,-1,-1
0.1097888324000202,0.4595831750828966,0,0,-1,-1,-1
0.4478745029371188,0.0460101173544428,0,0,-1,-1,-1
0.4679771390312783,0.1561853522047096,0,0,-1,-1,-1
0.5409274397860558,0.3681588684862087,0,0,-1,-1,-1
0.486579850965623,0.6498527522057574,0,0,-1,-1,-1
0.9739602458908442,0.7169355795382618,0,0,-1,-1,-1
0.980780153316838,0.5323701610078666,0,0,-1,-1,-1
0.5054432887402306,0.5124380234759495,0,0,-1,-1,-1
0.1916809799557149,0.9809690784907744,0,0,-1,-1,-1
0.3568966784464868,0.4691144839869871,0,0,-1,-1,-1
0.2775022936802676,0.082748348456569,0,0,-1,-1,-1
0.8057593682687894,0.3268529347125742,0,0,-1,-1,-1
0.1838386586458777,0.8662595245221494,0,0,-1,-1,-1
0.9873005230152204,0.0341730957625173,0,0,-1,-1,-1
0.8052493975442159,0.8341723736610451,0,0,-1,-1,-1
0.3141569540230242,0.8604654536547743,0,0,-1,-1,-1
0.6862669800853951,0.1325299843774166,0,0,-1,-1,-1
0.7234952459609032,0.1819171969774498,0,0,-1,-1,-1
0.7009838103708607,0.0974779532229832,0,0,-1,-1,-1
0.0508317134213126,0.3912429579784241,0,0,-1,-1,-1
0.3852543889387093,0.7798641462074032,0,0,-1,-1,-1
0.0067164937940806,0.9303672799442826,0,0,-1,-1,-1
0.0897453261879798,0.9939293244616336,0,0,-1,-1,-1
0.622668955388232,0.3671090518465902,0,0,-1,-1,-1
0.5917924272358941,0.0112035234937511,0,0,-1,-1,-1
0.7790406286512426,0.8139664773979864,0,0,-1,-1,-1
0.3677788140253629,0.6665097144220631,0,0,-1,-1,-1
0.5610175098621706,0.6676133546166235,0,0,-1,-1,-1
0.3885378740500206,0.0803917112082122,0,0,-1,3,-1
0.143529346687303,0.9384666186410268,0,0,-1,-1,-1
0.1753554970029184,0.89501665710397,0,0,-1,-1,-1
0.0400450872488377,0.2247042059563214,0,0,-1,0,-1
0.6947316900234224,0.7504628831233369,0,0,-1,1,-1
0.0439391039676566,0.4610076134658769,0,0,-1,2,-1
0.6799398456346505,0.4770040766779069,0,0,-1,-1,-1
0.4386164890777307,0.7669318941067658,0,0,-1,-1,-1
0.1821831247781389,0.3198332377738612,0,0,-1,-1,-1
0.8235045466633023,0.1373889426978766,0,0,-1,-1,-1
0.6650906795234615,0.36327645963381,0,0,-1,-1,-1
0.673698475292162,0.8805298848932084,0,0,-1,-1,-1
0.647344798352546,0.5760634430130765,0,0,-1,-1,-1
0.0534541319555331,0.3846424217945116,0,0,-1,-1,-1
0.4493538443930545,0.6529734696346055,0,0,-1,-1,-1
0.1720834548986961,0.7982760588867424,0,0,-1,-1,-1
0.4721114296235856,0.0867672454538274,0,0,-1,-1,-1
0.0534207312002549,0.4364272096000643,0,0,-1,2,-1
0.8025951488004438,0.9901476937962364,0,0,-1,-1,-1
0.0481236670862887,0.1089072593001747,0,0,-1,-1,-1
0.8997955830983121,0.4458465515207449,0,0,-1,-1,-1
0.8594494762936918,0.3817604462240666,0,0,-1,-1,-1
0.9379237783228004,0.2399655503041626,0,0,-1,-1,-1
0.1420008923181061,0.5580779096770688,0,0,-1,-1,-1
0.981780534843035,0.2597431297620982,0,0,-1,-1,-1
0.08742498258841,0.5854398665051322,0,0,-1,-1,-1
0.3883645426618135,0.0755544684329478,0,0,-1,3,-1
0.463989977103848,0.7936701544543362,0,0,-1,-1,-1
0.2416342811294851,0.0290825530319649,0,0,-1,-1,-1
0.2488389179691177,0.2178199799819994,0,0,-1,-1,-1
0.5534432228886768,0.9642084176013274,0,0,-1,-1,-1
0.7417202934463546,0.6137307354604344,0,0,-1,-1,-1
0.6945794573164664,0.6051053090045767,0,0,-1,-1,-1
0.1010948633547085,0.5100586256345052,0,0,-1,-1,-1
0.3338451900224014,0.2402752223464762,0,0,-1,-1,-1
0.1191841185029545,0.1841248258683215,0,0,-1,-1,-1
0.4679736307468468,0.0192761315369746,0,0,-1,-1,-1
0.9323669239213443,0.4599209576815064,0,0,-1,-1,-1
0.0006273601704868,0.0337558923079859,0,0,-1,-1,-1
0.5695591467426095,0.5996158115234436,0,0,-1,-1,-1
0.227103089239202,0.4151235058489535,0,0,-1,-1,-1
0.1559639889958374,0.3656045831259825,0,0,-1,-1,-1
0.0989712448644783,0.3631396220879137,0,0,-1,-1,-1
0.6278725312162582,0.5659542349078195,0,0,-1,-1,-1
0.4631257050364411,0.9012212831631496,0,0,-1,-1,-1
0.3018709070378443,0.9066183315439276,0,0,-1,-1,-1
0.9192063668540672,0.4296596461370195,0,0,-1,-1,-1
0.4037583129328896,0.6767315875034479,0,0,-1,-1,-1
0.9083171749165816,0.2949769113674121,0,0,-1,-1,-1
0.3849923834705521,0.096125597061566,0,0,-1,3,-1
0.9060629499251248,0.6224842435234108,0,0,-1,-1,-1
0.4268158382399428,0.9197800385467184,0,0,-1,-1,-1
0.6737677521194984,0.5234059411009679,0,0,-1,-1,-1
0.1584260719543572,0.8593267399998367,0,0,-1,-1,-1
0.073458623715981,0.5254077188494752,0,0,-1,-1,-1
0.5863714489306439,0.6458586792279175,0,0,-1,-1,-1
0.0043268932369409,0.1575740276988476,0,0,-1,-1,-1
0.4699044622730282,0.5623724695502021,0,0,-1,-1,-1
0.4511080543207263,0.3536319466441079,0,0,-1,-1,-1
0.4507038905926865,0.9744223519355364,0,0,-1,-1,-1
0.9242740605258246,0.3135452501405295,0,0,-1,-1,-1
0.7526688650219818,0.5398304164966397,0,0,-1,-1,-1
0.6846460956598001,0.8876491881583484,0,0,-1,-1,-1
0.8447032487085606,0.9181446768125612,0,0,-1,-1,-1
0.9329126573676256,0.0769288744867214,0,0,-1,-1,-1
0.7266490150082278,0.1338075353204879,0,0,-1,-1,-1
0.714237127244968,0.9292095948975132,0,0,-1,-1,-1
0.0897423971736379,0.972682426276891,0,0,-1,-1,-1
0.3778185612341918,0.067458509217521,0,0,-1,3,-1
0.800886394365675,0.0070619158308791,0,0,-1,-1,-1
0.3481176544685203,0.3818913762199328,0,0,-1,-1,-1
0.7498945323175074,0.5031222206470196,0,0,-1,-1,-1
0.520642253483159,0.293874188561907,0,0,-1,-1,-1
0.8867975880772437,0.7849599570155552,0,0,-1,-1,-1
0.7230244485405776,0.6586029891583166,0,0,-1,-1,-1
0.7270275721656044,0.6803609460420468,0,0,-1,-1,-1
0.584229136948016,0.3906266087354902,0,0,-1,-1,-1
0.8952831686367488,0.578522254219894,0,0,-1,-1,-1
0.2336696572297684,0.2412090172916606,0,0,-1,-1,-1
0.5129495687518569,0.4584210202026542,0,0,-1,-1,-1
0.7948168604411958,0.9636239239279184,0,0,-1,-1,-1
0.2474166702253779,0.3496391918981147,0,0,-1,-1,-1
0.7860629145134915,0.1657110636795259,0,0,-1,-1,-1
0.6414817332704745,0.0941728985948948,0,0,-1,-1,-1
0.2258964208672766,0.4023871625958171,0,0,-1,-1,-1
0.7078589138209725,0.3860481656316347,0,0,-1,-1,-1
0.340447896593018,0.6462669238337938,0,0,-1,-1,-1
0.1016917749458145,0.1162606814901099,0,0,-1,-1,-1
