x,y,index
2040.2690329681875,3505.867218617407,1
2037.7833451500921,3500.567229134694,1
2066.406195659539,3521.938276268443,1
2198.1888334841074,3659.262950570033,2
2200.490125847774,3647.0691292183787,2
2137.285813182401,3628.323726927999,3
2179.1695731344485,3634.803904247248,3
2162.143869823175,3522.8874516300098,4
271.0803084245259,706.6661460317292,5
251.22670824143887,762.1147426314442,6
257.77476905405126,774.0288209098712,6
179.0129335631982,912.9669058433797,7
185.78750246065292,728.1481802811564,8
265.7620697899764,635.2183947717422,9
291.2383665976667,617.9857058790273,9
3038.6934137078147,1119.2789251734985,10
3049.0251472256004,1106.9082862672701,10
3037.890153265889,1107.7518593702446,10
3044.2665071981,1112.6004728301032,10
2962.967715671478,1183.7467926673244,11
2958.764096426193,1198.420125706814,11
3122.1507477949212,1152.1606888460153,12
3128.300601056961,1137.4508997637467,12
3069.093781511375,1052.7019552398247,13
2970.3197079976817,1121.1908350515803,14
228.8018048639774,1734.7389671869228,15
247.8040908746147,1700.63911232125,15
234.73441552732092,1713.9426398472885,15
333.80802405316444,1679.3519144354998,16
318.7996811379022,1683.3470188262274,16
405.9870897840872,1708.5379518203652,17
312.03468451727514,1678.7893613750434,18
325.4852318311834,1699.411248846254,18
348.49435082432564,1729.0420795515752,19
930.8215647188986,3190.444838843279,20
973.515021465745,3171.3070027015533,20
1072.3590909828406,3101.306532417148,21
947.3787690197257,3201.894419905714,22
959.4844722841839,3221.5543170361902,22
937.076229167362,3185.4518724795244,22
942.7922330907268,3208.313748424797,22
914.7149197904631,3209.465533708782,22
1023.7024153445807,3128.540625598142,23
831.1558315422445,3142.330329269526,24
2220.766264299361,1273.9692594291478,25
2345.6298644892836,1188.155499112432,26
2355.9811917212573,1182.3918860347146,26
2257.389558385692,1188.6532302039116,27
2302.889415898932,1271.6242843581006,28
2314.3020822191347,1271.612405923373,28
2350.4153350183838,1260.3747372144092,28
2254.6362345387756,1259.8436697785728,29
2214.5183063076847,1153.925026134381,30
2206.3355934353085,1124.7059269495458,30
2235.091243614553,1112.881127548381,30
2214.462383282678,1149.7573926959851,30
3401.822061496193,419.9252899266954,31
3369.432286437471,425.42171925169015,31
3402.2475365206924,496.54397894651765,32
3387.6778217190463,303.2454419076086,33
3402.6409176759867,310.64937961228713,33
3422.2520643031226,322.230074625639,33
3396.5299527586653,305.10129929432287,33
3390.3078310873266,301.7703222216361,33
3489.2447907549777,338.1258156120339,34
3418.25632714571,516.7217220697321,35
