x,y,index
3091.703379040244,2399.5638343122614,1
3255.70196496218,2405.9802511995936,2
2954.3804979284637,2408.8592260122987,3
3010.169469377306,2427.0310052713044,3
2989.5413335322046,2404.9827105017166,3
3285.046363202471,2228.9306540052858,4
3059.2225911387404,2406.889114302501,5
2431.635380142425,85.06185505568777,6
2422.7971371574195,67.92766524479548,6
2665.7298194204645,66.49343521514783,7
2679.2382633521843,73.15906700126027,7
2673.811578034548,95.57488860166451,7
2584.7285255828306,36.85744124121895,8
2636.3360607310933,-30.12284347790841,9
2615.6266914968965,-14.66528184513852,9
2645.0901709067643,-16.263098774501184,9
2655.4586593518234,-2.955673819055505,9
2560.677245729123,193.55641496192106,10
2578.5954931728847,176.32081976488655,10
2574.0675693792077,175.06655269235145,10
2562.394023236584,188.62230213601072,10
2556.460926375941,192.1075702018876,10
2825.5715969329467,883.9742062148994,11
2820.3817622980578,794.9094325630832,12
2892.74180541331,871.4324741780616,13
2784.8333206759626,870.6910247058202,14
2690.6219188583364,802.9485420209514,15
2677.36332866305,816.6212725296374,15
2664.758576883545,787.1981291357644,15
2701.7130082467984,699.2827378182951,16
2698.5749359105457,723.9868083094171,16
2710.304584864298,717.341924559464,16
2743.2136302844547,1302.8994264305911,17
2720.5284116115454,1310.7475304633683,17
2711.410706803431,1331.533262432072,17
2814.3412943668336,1362.8095297251418,18
2913.2426363817444,1415.1677426855065,19
2910.4253908197325,1410.274054547454,19
2930.2457900588,1430.3881826025217,19
2859.475600992088,1437.5855286210412,20
2862.492926841166,1427.9237551348695,20
2838.5643637314147,1419.9659021752016,20
2816.7405255127364,1426.2087221198851,21
2829.753779907474,1378.5496362665072,21
2805.908524830444,1390.0584456569047,21
2835.0388632216864,1296.5258846819768,22
2840.0727775741743,1295.3319953985554,22
2266.657104126996,3756.286874755049,23
2292.7929161641205,3721.068508460508,24
2330.7243284212354,3739.6151854717587,25
2346.5564803145226,3701.975779981721,26
1818.3437110383352,3250.810767896512,27
1799.4926601534432,3265.8616637418118,27
1830.1097197587446,3242.4159624830872,27
1807.466514169032,3097.009822612223,28
1808.5002673357021,3096.6518706347765,28
1789.0496212244152,3252.246506166823,29
1987.3357868446924,3159.516277606559,30
1851.4729277289941,3275.6712795355916,31
1905.2914496608641,3175.2368710926467,32
1882.4975008306633,3185.4904250759123,32
1826.4743958147492,3210.624900952313,33
1805.1112551913266,3213.405165898507,33
1797.296360544422,3198.2413410607915,33
846.6150952744404,3198.0088422034682,34
843.7724534556097,3177.414695108678,34
875.528479221083,3209.3473101058403,34
859.0737250004006,3197.7940424754165,34
791.3449767953681,3223.6353465151383,35
757.254649426845,3257.273003398954,35
907.9084316424957,3120.935665581668,36
806.9097021383941,3023.9235620315253,37
778.2658337024392,3019.74242583039,37
784.873304848359,3045.8125231642834,37
754.6756044355529,3000.4644932742854,37
779.0383051542067,3051.6235123899855,37
801.9837973166898,3036.6733623052946,37
799.7313255516016,3023.1686411886453,37
894.1377230654192,3145.849177881273,38
892.9367567579018,3076.781732335544,39
884.4556307103157,3052.9672479742085,39
898.9458062957832,3088.676370144032,39
889.8052318279775,3070.8163442517284,39
3637.8281650055415,674.448328456889,40
3619.453403665328,654.2296017350128,41
3649.192027523127,575.8414765277836,42
3638.417878929263,587.7321764388627,42
3673.0193582121833,639.8610375667631,43
3692.281260410004,736.7125343375917,44
3598.2259010820776,760.4752552003044,45
3627.9282166567873,753.4062505335727,45
3645.598733526597,648.3995547418629,46
3671.165144733858,643.8331029990884,46
3674.497813203225,664.8844170643987,46
3680.185384522194,676.8577730997712,46
3679.1339173174697,642.7955480951316,46
3615.865253079681,638.273009969641,46
177.00661663050786,3749.6718551335866,47
184.91238859193703,3707.5463228743033,47
183.55357090138918,3704.104046611887,47
283.01115899362054,3783.627481472381,48
528.7642983827667,2699.7015044309765,49
543.0755778696445,2721.7566455066813,49
577.8889323088446,2890.81271353899,50
560.9320737475923,2706.604379749455,51
640.6356641170527,2626.103905664338,52
662.0067473119219,2637.6177269834293,52
522.0161984575391,2648.0638804056284,53
536.3930707141392,2801.437569659345,54
559.8520120486054,2790.8688629862286,54
588.0021518041117,2667.4376099046617,55
592.2848001120451,2830.697324861042,56
621.0702220195684,2796.1161835024614,56
330.3905711816054,820.9157672033831,57
339.4624214960189,812.5634339716208,57
285.42457339047974,784.6119889787577,58
291.6117561231659,789.8928414830681,58
290.53750705431565,786.417930012615,58
288.68080328298896,786.568564867536,58
282.00482830952393,766.6217467586955,58
295.6321631350174,814.3622997036588,58
278.1277813783046,769.6393953405525,58
295.61697328113956,774.1565625610855,58
398.09964810647006,756.2965724141533,59
396.84450595130227,734.0907311212214,59
400.3921099617675,755.4683783435299,59
264.3045047049962,678.6493316207474,60
301.04467610510875,676.8877998859822,60
256.604077247648,689.2673294967308,60
303.24585828504127,708.5472529784346,60
274.3658028158007,729.0808739878462,60
204.65268473377552,799.2044971208064,61
352.8650209458463,751.1040759668444,62
323.9462699525757,748.6408918784675,63
3297.337986946753,3946.570799869918,64
3308.740713528106,3920.5651791707946,64
3271.721521925941,3970.6947499766206,65
3436.0096004540137,4041.4683662786774,66
3456.944616233296,4022.9710836632084,66
3274.078031184154,3979.6391637069105,67
3312.381629601643,3934.5717589643555,68
3330.412105133403,3936.906119792449,68
3300.755537739748,3945.1875126519208,68
3425.3033401881794,3873.281225653674,69
3451.4809492836907,3868.434165399037,69
1497.5822098289316,3117.0306201059902,70
1589.024776446149,3114.3052125949575,71
1604.5828182309497,3092.391429671515,71
1608.5447696806907,3017.359569134001,72
1621.9354187247352,2994.8788054204424,72
1611.0622881956504,3027.4238893666356,72
1608.817816149477,3001.5048030251273,73
1465.212630392991,3029.243253220276,74
1497.157145248893,3003.711352742555,74
1476.491117898448,3008.05118434451,74
1477.0238153512228,3024.5956142360237,74
1816.1690207926192,1868.1112114592684,75
1785.9129815345307,1892.0498565391326,75
1804.4976062666353,1816.8719562069628,75
1789.7623121649772,1842.0101294942676,75
1811.6263188201015,1832.6956781905142,75
1786.499355761661,1833.3912651792466,75
1782.3798820822929,1853.3041716739922,75
1782.5726495516117,1820.4784343413862,75
1807.6880542007586,1844.5738492392302,75
1774.7620585015081,1841.7586451058996,75
1818.9320578061077,1852.9117284567265,75
1949.966459387272,1707.9557140060156,76
1905.337325233642,1788.1074212240508,77
1895.8007067939307,1777.7274326880445,77
1917.408943876839,1767.5754129607797,77
1890.687942430666,1785.7201729178353,77
1933.268847825542,1681.8293864097343,78
1724.8887784765004,1763.5184489606602,79
1712.9793003893483,1741.2697479131004,79
1721.5335785166337,1747.2747209235456,79
1880.9849214708875,1801.7823136191635,80
1867.80877562082,1669.2902582561564,81
1882.079638528296,1661.0501264846052,81
3458.0884972546073,1784.9292014628104,82
3458.877082040657,1787.2160890910507,82
3397.1356415000487,1817.3590068967678,83
3401.347531807295,1820.1148613892763,83
3382.321426222317,1786.6485819187546,83
3415.494724064328,1800.2317595020427,83
3376.287028092943,1810.6581052550036,83
3444.514343721139,1832.057842947311,84
3471.4808267105163,1823.1732851796435,84
3556.4721690151464,1831.2247018144303,85
3566.349389491127,1823.518810731931,85
3545.3219885142407,1844.893530749195,85
3581.1154149087974,1817.3893861567667,85
3452.034633489782,1895.068978473808,86
3446.632873006284,1834.6166328798686,87
3432.4257813696286,1824.5149546395667,87
3446.854336126293,1838.1978923052798,87
3436.690365353882,1843.1431559708365,87
2578.224472087876,3267.242293983039,88
2585.377097279781,3276.133128245099,88
2475.480132047819,3179.4429600681765,89
2475.682901977482,3178.7590189609846,89
2476.2443300554255,3194.8904573509158,89
2483.3511005884434,3190.3060526075533,89
2474.1846823417195,3189.572055356387,89
2593.5796842940367,3386.7620660093417,90
2608.402994877398,3405.2847056219252,91
2515.2330303039926,3374.178516208398,92
3076.152259888091,3882.3817927214964,93
3075.6957633961324,3927.138606515087,93
3082.3915275796544,3916.9143139360554,93
3077.897582810167,3911.0235526131282,93
3062.6665621259162,3899.015662049813,93
3009.040271125816,3837.645323873624,94
3007.2565144685896,3976.1666276070173,95
3020.46338981019,3940.7450698998773,95
3008.8336755531564,3982.6062261027632,95
2996.7160351979396,3947.3930849180438,95
3046.311840669167,3846.0285951927594,96
3057.869313938501,3853.662908278599,96
2968.4422740360865,3875.9368206224467,97
2339.6792776888046,2657.688125246976,98
2305.7910856939147,2510.332890319508,99
2320.649770627998,2502.3298824660887,99
2324.497363868422,2516.157061971782,99
2376.045621834755,2509.0726752358346,100
472.14573564717097,1333.6122125219413,101
387.70885667630705,1309.067063702624,102
497.95522018660887,1409.5503969094225,103
499.66922729130044,1389.6384224934766,103
427.94087519227435,1466.747164521725,104
397.09714921841504,1476.5684077303467,104
402.61743543491684,1477.9073490152507,104
398.2546393932763,1432.5121353143884,105
371.52952355920866,1460.6510600962902,105
371.7974931493132,1444.5383363234025,105
356.5218386965987,1432.0583993115665,105
370.9973462628541,1430.8935167857724,105
370.11755801787956,1412.7735134025181,105
478.9916715760137,1463.2672054366758,106
2908.3981840970823,3517.619074395868,107
2868.037927674094,3502.9233798767173,107
3023.756712400917,3508.954022317081,108
3048.5023545917566,3473.9986590423955,109
